***	名詞,サ変接続,*,*,*,*,*
領域	名詞,一般,*,*,*,*,領域,リョウイキ,リョーイキ
頭領	名詞,一般,*,*,*,*,頭領,トウリョウ,トーリョー
顔料	名詞,一般,*,*,*,*,顔料,ガンリョウ,ガンリョー
食分	名詞,一般,*,*,*,*,食分,ショクブン,ショクブン
食卓	名詞,一般,*,*,*,*,食卓,ショクタク,ショクタク
食品	名詞,一般,*,*,*,*,食品,ショクヒン,ショクヒン
食堂	名詞,一般,*,*,*,*,食堂,ショクドウ,ショクドー
食材	名詞,一般,*,*,*,*,食材,ショクザイ,ショクザイ
食欲	名詞,一般,*,*,*,*,食欲,ショクヨク,ショクヨク
飲料	名詞,一般,*,*,*,*,飲料,インリョウ,インリョー
首相	名詞,一般,*,*,*,*,首相,シュショウ,シュショー
首長	名詞,一般,*,*,*,*,首長,シュチョウ,シュチョー
香料	名詞,一般,*,*,*,*,香料,コウリョウ,コーリョー
高尚	名詞,一般,*,*,*,*,高尚,コウショウ,コーショー
麦畑	名詞,一般,*,*,*,*,麦畑,ムギバタケ,ムギバタケ
麻雀	名詞,一般,*,*,*,*,麻雀,マージャン,マージャン
ＡＴ	名詞,一般,*,*,*,*,ＡＴ,エイティー,エイティー
ＣＤ	名詞,一般,*,*,*,*,ＣＤ,シーディー,シーディー
Ｈ２	名詞,一般,*,*,*,*,Ｈ２,エイチツー,エイチツー
ＩＲ	名詞,一般,*,*,*,*,ＩＲ,アイアール,アイアール
ＯＲ	名詞,一般,*,*,*,*,ＯＲ,オーアール,オーアール
Ｑ２	名詞,一般,*,*,*,*,Ｑ２,キューツー,キューツー
ＳＨ	名詞,一般,*,*,*,*,ＳＨ,エスエイチ,エスエイチ
上流	名詞,一般,*,*,*,*,上流,ジョウリュウ,ジョーリュー
上級	名詞,一般,*,*,*,*,上級,ジョウキュウ,ジョーキュー
両極	名詞,一般,*,*,*,*,両極,リョウキョク,リョーキョク
両隣	名詞,一般,*,*,*,*,両隣,リョウドナリ,リョードナリ
中級	名詞,一般,*,*,*,*,中級,チュウキュウ,チューキュー
係長	名詞,一般,*,*,*,*,係長,カカリチョウ,カカリチョー
修業	名詞,一般,*,*,*,*,修業,シュウギョウ,シューギョー
収入	名詞,一般,*,*,*,*,収入,シュウニュウ,シューニュー
商業	名詞,一般,*,*,*,*,商業,ショウギョウ,ショーギョー
商標	名詞,一般,*,*,*,*,商標,ショウヒョウ,ショーヒョー
宗教	名詞,一般,*,*,*,*,宗教,シュウキョウ,シューキョー
小中	名詞,一般,*,*,*,*,小中,ショウチュウ,ショーチュー
局長	名詞,一般,*,*,*,*,局長,キョクチョウ,キョクチョー
恐竜	名詞,一般,*,*,*,*,恐竜,キョウリュウ,キョーリュー
愁傷	名詞,一般,*,*,*,*,愁傷,シュウショウ,シューショー
救急	名詞,一般,*,*,*,*,救急,キュウキュウ,キューキュー
教職	名詞,一般,*,*,*,*,教職,キョウショク,キョーショク
昔話	名詞,一般,*,*,*,*,昔話,ムカシバナシ,ムカシバナシ
標準	名詞,一般,*,*,*,*,標準,ヒョウジュン,ヒョージュン
焼酎	名詞,一般,*,*,*,*,焼酎,ショウチュウ,ショーチュー
牛乳	名詞,一般,*,*,*,*,牛乳,ギュウニュウ,ギューニュー
状況	名詞,一般,*,*,*,*,状況,ジョウキョウ,ジョーキョー
球場	名詞,一般,*,*,*,*,球場,キュウジョウ,キュージョー
町長	名詞,一般,*,*,*,*,町長,チョウチョウ,チョーチョー
症状	名詞,一般,*,*,*,*,症状,ショウジョウ,ショージョー
百姓	名詞,一般,*,*,*,*,百姓,ヒャクショウ,ヒャクショー
究極	名詞,一般,*,*,*,*,究極,キュウキョク,キューキョク
粒々	名詞,一般,*,*,*,*,粒々,リュウリュウ,リューリュー
級長	名詞,一般,*,*,*,*,級長,キュウチョウ,キューチョー
紫色	名詞,一般,*,*,*,*,紫色,ムラサキイロ,ムラサキイロ
給料	名詞,一般,*,*,*,*,給料,キュウリョウ,キューリョー
緑色	名詞,一般,*,*,*,*,緑色,リョクショク,リョクショク
職業	名詞,一般,*,*,*,*,職業,ショクギョウ,ショクギョー
表情	名詞,一般,*,*,*,*,表情,ヒョウジョウ,ヒョージョー
賞状	名詞,一般,*,*,*,*,賞状,ショウジョウ,ショージョー
通帳	名詞,一般,*,*,*,*,通帳,カヨイチョウ,カヨイチョー
週休	名詞,一般,*,*,*,*,週休,シュウキュウ,シューキュー
週給	名詞,一般,*,*,*,*,週給,シュウキュウ,シューキュー
隆々	名詞,一般,*,*,*,*,隆々,リュウリュウ,リューリュー
頂上	名詞,一般,*,*,*,*,頂上,チョウジョウ,チョージョー
食料	名詞,一般,*,*,*,*,食料,ショクリョウ,ショクリョー
ＤＪ	名詞,一般,*,*,*,*,ＤＪ,ディージェイ,ディージェイ
Ｘ線	名詞,一般,*,*,*,*,Ｘ線,エックスセン,エックスセン
あり	動詞,自立,*,*,ラ変,基本形,あり,アリ,アリ
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル
いれ	動詞,自立,*,*,一段,仮定形,いる,イレ,イレ
きる	動詞,自立,*,*,一段,基本形,きる,キル,キル
せる	動詞,接尾,*,*,一段,基本形,せる,セル,セル
せれ	動詞,接尾,*,*,一段,仮定形,せる,セレ,セレ
でる	動詞,自立,*,*,一段,基本形,でる,デル,デル
でれ	動詞,自立,*,*,一段,仮定形,でる,デレ,デレ
みる	動詞,自立,*,*,一段,基本形,みる,ミル,ミル
みれ	動詞,自立,*,*,一段,仮定形,みる,ミレ,ミレ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
れれ	動詞,接尾,*,*,一段,仮定形,れる,レレ,レレ
出る	動詞,自立,*,*,一段,基本形,出る,デル,デル
出れ	動詞,自立,*,*,一段,仮定形,出る,デレ,デレ
寝る	動詞,自立,*,*,一段,基本形,寝る,ネル,ネル
寝れ	動詞,自立,*,*,一段,仮定形,寝る,ネレ,ネレ
得る	動詞,自立,*,*,一段,基本形,得る,エル,エル
煮る	動詞,自立,*,*,一段,基本形,煮る,ニル,ニル
獲る	動詞,自立,*,*,一段,基本形,獲る,エル,エル
着る	動詞,自立,*,*,一段,基本形,着る,キル,キル
着れ	動詞,自立,*,*,一段,仮定形,着る,キレ,キレ
見る	動詞,自立,*,*,一段,基本形,見る,ミル,ミル
見れ	動詞,自立,*,*,一段,仮定形,見る,ミレ,ミレ
割る	動詞,自立,*,*,一段,基本形,割る,ワレル,ワレル
あえ	動詞,自立,*,*,一段,連用形,あえる,アエ,アエ
あき	動詞,自立,*,*,一段,連用形,あきる,アキ,アキ
あけ	動詞,自立,*,*,一段,未然形,あける,アケ,アケ
あけ	動詞,自立,*,*,一段,連用形,あける,アケ,アケ
あげ	動詞,自立,*,*,一段,未然形,あげる,アゲ,アゲ
あげ	動詞,自立,*,*,一段,連用形,あげる,アゲ,アゲ
あて	動詞,自立,*,*,一段,未然形,あてる,アテ,アテ
あて	動詞,自立,*,*,一段,連用形,あてる,アテ,アテ
あび	動詞,自立,*,*,一段,未然形,あびる,アビ,アビ
あれ	動詞,自立,*,*,一段,未然形,あれる,アレ,アレ
あれ	動詞,自立,*,*,一段,連用形,あれる,アレ,アレ
いえ	動詞,自立,*,*,一段,未然形,いえる,イエ,イエ
いえ	動詞,自立,*,*,一段,連用形,いえる,イエ,イエ
いき	動詞,自立,*,*,一段,連用形,いきる,イキ,イキ
いけ	動詞,自立,*,*,一段,未然形,いける,イケ,イケ
いけ	動詞,自立,*,*,一段,連用形,いける,イケ,イケ
いせ	動詞,自立,*,*,一段,連用形,いせる,イセ,イセ
いて	動詞,自立,*,*,一段,未然形,いてる,イテ,イテ
いて	動詞,自立,*,*,一段,連用形,いてる,イテ,イテ
いれ	動詞,自立,*,*,一段,未然形,いれる,イレ,イレ
いれ	動詞,自立,*,*,一段,連用形,いれる,イレ,イレ
うえ	動詞,自立,*,*,一段,連用形,うえる,ウエ,ウエ
うけ	動詞,自立,*,*,一段,連用形,うける,ウケ,ウケ
うて	動詞,自立,*,*,一段,連用形,うてる,ウテ,ウテ
うめ	動詞,自立,*,*,一段,連用形,うめる,ウメ,ウメ
おき	動詞,自立,*,*,一段,未然形,おきる,オキ,オキ
おき	動詞,自立,*,*,一段,連用形,おきる,オキ,オキ
おじ	動詞,自立,*,*,一段,連用形,おじる,オジ,オジ
おせ	動詞,自立,*,*,一段,未然形,おせる,オセ,オセ
おせ	動詞,自立,*,*,一段,連用形,おせる,オセ,オセ
おち	動詞,自立,*,*,一段,連用形,おちる,オチ,オチ
おり	動詞,自立,*,*,一段,未然形,おりる,オリ,オリ
おり	動詞,自立,*,*,一段,連用形,おりる,オリ,オリ
かえ	動詞,自立,*,*,一段,未然形,かえる,カエ,カエ
かえ	動詞,自立,*,*,一段,連用形,かえる,カエ,カエ
かけ	動詞,自立,*,*,一段,未然形,かける,カケ,カケ
かけ	動詞,自立,*,*,一段,連用形,かける,カケ,カケ
かて	動詞,自立,*,*,一段,連用形,かてる,カテ,カテ
かね	動詞,自立,*,*,一段,連用形,かねる,カネ,カネ
かび	動詞,自立,*,*,一段,連用形,かびる,カビ,カビ
かり	動詞,自立,*,*,一段,連用形,かりる,カリ,カリ
かれ	動詞,自立,*,*,一段,連用形,かれる,カレ,カレ
きけ	動詞,自立,*,*,一段,連用形,きける,キケ,キケ
きれ	動詞,自立,*,*,一段,連用形,きれる,キレ,キレ
くい	動詞,自立,*,*,一段,連用形,くいる,クイ,クイ
くえ	動詞,自立,*,*,一段,連用形,くえる,クエ,クエ
くけ	動詞,自立,*,*,一段,連用形,くける,クケ,クケ
くち	動詞,自立,*,*,一段,連用形,くちる,クチ,クチ
くべ	動詞,自立,*,*,一段,連用形,くべる,クベ,クベ
くめ	動詞,自立,*,*,一段,連用形,くめる,クメ,クメ
くれ	動詞,自立,*,*,一段,未然形,くれる,クレ,クレ
くれ	動詞,自立,*,*,一段,連用形,くれる,クレ,クレ
ぐれ	動詞,自立,*,*,一段,連用形,ぐれる,グレ,グレ
こえ	動詞,自立,*,*,一段,連用形,こえる,コエ,コエ
こけ	動詞,自立,*,*,一段,未然形,こける,コケ,コケ
こけ	動詞,自立,*,*,一段,連用形,こける,コケ,コケ
こげ	動詞,自立,*,*,一段,未然形,こげる,コゲ,コゲ
こげ	動詞,自立,*,*,一段,連用形,こげる,コゲ,コゲ
こね	動詞,自立,*,*,一段,連用形,こねる,コネ,コネ
こび	動詞,自立,*,*,一段,未然形,こびる,コビ,コビ
こび	動詞,自立,*,*,一段,連用形,こびる,コビ,コビ
こり	動詞,自立,*,*,一段,連用形,こりる,コリ,コリ
ごね	動詞,自立,*,*,一段,連用形,ごねる,ゴネ,ゴネ
さえ	動詞,自立,*,*,一段,未然形,さえる,サエ,サエ
さえ	動詞,自立,*,*,一段,連用形,さえる,サエ,サエ
さけ	動詞,自立,*,*,一段,未然形,さける,サケ,サケ
さげ	動詞,自立,*,*,一段,連用形,さげる,サゲ,サゲ
させ	動詞,接尾,*,*,一段,未然形,させる,サセ,サセ
させ	動詞,接尾,*,*,一段,連用形,させる,サセ,サセ
さび	動詞,自立,*,*,一段,連用形,さびる,サビ,サビ
さめ	動詞,自立,*,*,一段,連用形,さめる,サメ,サメ
しい	動詞,自立,*,*,一段,未然形,しいる,シイ,シイ
しい	動詞,自立,*,*,一段,連用形,しいる,シイ,シイ
しけ	動詞,自立,*,*,一段,連用形,しける,シケ,シケ
しね	動詞,自立,*,*,一段,連用形,しねる,シネ,シネ
しみ	動詞,自立,*,*,一段,連用形,しみる,シミ,シミ
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ
しれ	動詞,自立,*,*,一段,連用形,しれる,シレ,シレ
じれ	動詞,自立,*,*,一段,未然形,じれる,ジレ,ジレ
すえ	動詞,自立,*,*,一段,連用形,すえる,スエ,スエ
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ
すげ	動詞,自立,*,*,一段,未然形,すげる,スゲ,スゲ
すげ	動詞,自立,*,*,一段,連用形,すげる,スゲ,スゲ
すね	動詞,自立,*,*,一段,連用形,すねる,スネ,スネ
ずれ	動詞,自立,*,*,一段,連用形,ずれる,ズレ,ズレ
せめ	動詞,自立,*,*,一段,連用形,せめる,セメ,セメ
それ	動詞,自立,*,*,一段,連用形,それる,ソレ,ソレ
たえ	動詞,自立,*,*,一段,連用形,たえる,タエ,タエ
たけ	動詞,自立,*,*,一段,連用形,たける,タケ,タケ
たせ	動詞,自立,*,*,一段,未然形,たせる,タセ,タセ
たせ	動詞,自立,*,*,一段,連用形,たせる,タセ,タセ
たて	動詞,自立,*,*,一段,連用形,たてる,タテ,タテ
たで	動詞,自立,*,*,一段,連用形,たでる,タデ,タデ
たべ	動詞,自立,*,*,一段,連用形,たべる,タベ,タベ
ため	動詞,自立,*,*,一段,未然形,ためる,タメ,タメ
ため	動詞,自立,*,*,一段,連用形,ためる,タメ,タメ
たり	動詞,自立,*,*,一段,連用形,たりる,タリ,タリ
たれ	動詞,自立,*,*,一段,未然形,たれる,タレ,タレ
たれ	動詞,自立,*,*,一段,連用形,たれる,タレ,タレ
だけ	動詞,自立,*,*,一段,連用形,だける,ダケ,ダケ
だせ	動詞,自立,*,*,一段,連用形,だせる,ダセ,ダセ
だれ	動詞,自立,*,*,一段,連用形,だれる,ダレ,ダレ
つけ	動詞,自立,*,*,一段,未然形,つける,ツケ,ツケ
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ
つめ	動詞,自立,*,*,一段,連用形,つめる,ツメ,ツメ
つれ	動詞,自立,*,*,一段,未然形,つれる,ツレ,ツレ
づけ	動詞,自立,*,*,一段,連用形,づける,ヅケ,ズケ
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ
とけ	動詞,自立,*,*,一段,未然形,とける,トケ,トケ
とけ	動詞,自立,*,*,一段,連用形,とける,トケ,トケ
とじ	動詞,自立,*,*,一段,連用形,とじる,トジ,トジ
とべ	動詞,自立,*,*,一段,連用形,とべる,トベ,トベ
とめ	動詞,自立,*,*,一段,未然形,とめる,トメ,トメ
とめ	動詞,自立,*,*,一段,連用形,とめる,トメ,トメ
とれ	動詞,自立,*,*,一段,未然形,とれる,トレ,トレ
とれ	動詞,自立,*,*,一段,連用形,とれる,トレ,トレ
どけ	動詞,自立,*,*,一段,未然形,どける,ドケ,ドケ
どけ	動詞,自立,*,*,一段,連用形,どける,ドケ,ドケ
なえ	動詞,自立,*,*,一段,連用形,なえる,ナエ,ナエ
なげ	動詞,自立,*,*,一段,連用形,なげる,ナゲ,ナゲ
なで	動詞,自立,*,*,一段,連用形,なでる,ナデ,ナデ
なめ	動詞,自立,*,*,一段,未然形,なめる,ナメ,ナメ
なめ	動詞,自立,*,*,一段,連用形,なめる,ナメ,ナメ
なれ	動詞,自立,*,*,一段,未然形,なれる,ナレ,ナレ
なれ	動詞,自立,*,*,一段,連用形,なれる,ナレ,ナレ
ぬけ	動詞,自立,*,*,一段,連用形,ぬける,ヌケ,ヌケ
ぬれ	動詞,自立,*,*,一段,連用形,ぬれる,ヌレ,ヌレ
のけ	動詞,自立,*,*,一段,未然形,のける,ノケ,ノケ
のけ	動詞,自立,*,*,一段,連用形,のける,ノケ,ノケ
のせ	動詞,自立,*,*,一段,連用形,のせる,ノセ,ノセ
のべ	動詞,自立,*,*,一段,連用形,のべる,ノベ,ノベ
のれ	動詞,自立,*,*,一段,連用形,のれる,ノレ,ノレ
はえ	動詞,自立,*,*,一段,連用形,はえる,ハエ,ハエ
はけ	動詞,自立,*,*,一段,未然形,はける,ハケ,ハケ
はげ	動詞,自立,*,*,一段,未然形,はげる,ハゲ,ハゲ
はげ	動詞,自立,*,*,一段,連用形,はげる,ハゲ,ハゲ
はじ	動詞,自立,*,*,一段,連用形,はじる,ハジ,ハジ
はて	動詞,自立,*,*,一段,連用形,はてる,ハテ,ハテ
はね	動詞,自立,*,*,一段,連用形,はねる,ハネ,ハネ
はめ	動詞,自立,*,*,一段,未然形,はめる,ハメ,ハメ
はめ	動詞,自立,*,*,一段,連用形,はめる,ハメ,ハメ
はれ	動詞,自立,*,*,一段,未然形,はれる,ハレ,ハレ
はれ	動詞,自立,*,*,一段,連用形,はれる,ハレ,ハレ
ばけ	動詞,自立,*,*,一段,連用形,ばける,バケ,バケ
ばれ	動詞,自立,*,*,一段,未然形,ばれる,バレ,バレ
ばれ	動詞,自立,*,*,一段,連用形,ばれる,バレ,バレ
ひけ	動詞,自立,*,*,一段,連用形,ひける,ヒケ,ヒケ
ひね	動詞,自立,*,*,一段,連用形,ひねる,ヒネ,ヒネ
ふえ	動詞,自立,*,*,一段,連用形,ふえる,フエ,フエ
ふけ	動詞,自立,*,*,一段,未然形,ふける,フケ,フケ
ふけ	動詞,自立,*,*,一段,連用形,ふける,フケ,フケ
ふれ	動詞,自立,*,*,一段,連用形,ふれる,フレ,フレ
ぶれ	動詞,自立,*,*,一段,連用形,ぶれる,ブレ,ブレ
ほえ	動詞,自立,*,*,一段,未然形,ほえる,ホエ,ホエ
ほえ	動詞,自立,*,*,一段,連用形,ほえる,ホエ,ホエ
ほめ	動詞,自立,*,*,一段,未然形,ほめる,ホメ,ホメ
ほめ	動詞,自立,*,*,一段,連用形,ほめる,ホメ,ホメ
ほれ	動詞,自立,*,*,一段,連用形,ほれる,ホレ,ホレ
ぼけ	動詞,自立,*,*,一段,未然形,ぼける,ボケ,ボケ
ぼけ	動詞,自立,*,*,一段,連用形,ぼける,ボケ,ボケ
まえ	動詞,自立,*,*,一段,連用形,まえる,マエ,マエ
ませ	動詞,自立,*,*,一段,連用形,ませる,マセ,マセ
まね	動詞,自立,*,*,一段,連用形,まねる,マネ,マネ
みえ	動詞,自立,*,*,一段,未然形,みえる,ミエ,ミエ
みえ	動詞,自立,*,*,一段,連用形,みえる,ミエ,ミエ
みせ	動詞,自立,*,*,一段,未然形,みせる,ミセ,ミセ
めげ	動詞,自立,*,*,一段,未然形,めげる,メゲ,メゲ
もて	動詞,自立,*,*,一段,連用形,もてる,モテ,モテ
もめ	動詞,自立,*,*,一段,未然形,もめる,モメ,モメ
もめ	動詞,自立,*,*,一段,連用形,もめる,モメ,モメ
もれ	動詞,自立,*,*,一段,連用形,もれる,モレ,モレ
やせ	動詞,自立,*,*,一段,未然形,やせる,ヤセ,ヤセ
やせ	動詞,自立,*,*,一段,連用形,やせる,ヤセ,ヤセ
やめ	動詞,自立,*,*,一段,未然形,やめる,ヤメ,ヤメ
やめ	動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ
やれ	動詞,自立,*,*,一段,未然形,やれる,ヤレ,ヤレ
やれ	動詞,自立,*,*,一段,連用形,やれる,ヤレ,ヤレ
ゆえ	動詞,自立,*,*,一段,未然形,ゆえる,ユエ,ユエ
ゆで	動詞,自立,*,*,一段,連用形,ゆでる,ユデ,ユデ
ゆれ	動詞,自立,*,*,一段,連用形,ゆれる,ユレ,ユレ
